Nombre,Tipo Fitness,Categoría Google,País,Ciudad,Zona Premium,Dirección,Teléfono,Sitio Web,Email,Rating,Nº Reseñas,Tamaño Estimado,Prioridad,Score Nexora (0-10),Tiene Web,Tiene Teléfono,Campaña,Mes Scraping,Google Maps URL
Smart Fit - Las Vegas,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Cra. 48 #25 SUR-136, Medellín, Envigado, Antioquia",,https://www.smartfit.com.co/?utm_campaign=ANOVEG1&utm_medium=maps&utm_source=google,,4.5,232,Grande (cadena),BAJA,8.3,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Smart%20Fit%20-%20Las%20Vegas&query_place_id=ChIJu4CtxEWDRo4RK-PZ7hSHS6E
Effort Gym,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Angelo de Peredo 60, Córdoba, Córdoba",,http://www.instagram.com/effort.gym,,4.5,190,Mediano,BAJA,8.3,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Effort%20Gym&query_place_id=ChIJjQrIl22jMpQRivoxFL4WD7E
Gimnasio Voca 4,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Acueducto 205, Álvaro Obregón, Ciudad de México, Cd. de México",,,,4.5,138,Mediano,BAJA,8.3,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Voca%204&query_place_id=ChIJ2_C1ALkB0oURlLfSk52ngAg
P R I M E BOXING | CC Plaza 39 - Javeriana,Artes Marciales,Club de boxeo,Colombia,Bogotá,Chapinero,"centro comercial, Diagonal 40A, Plaza 39 #7-40, Bogotá, Bogotá",+57 310 8860010,http://www.instagram.com/primeboxinggym,,4.2,32,Pequeño-mediano,MEDIA,8.3,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=P%20R%20I%20M%20E%20BOXING%20%7C%20CC%20Plaza%2039%20-%20Javeriana&query_place_id=ChIJK1LWTmubP44RxM8mq_kNQ0k
Zona Fitness UdeA Robledo,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Universidad de Antioquia 65-87 Carrera 75, Medellín, Robledo, Medellín, Antioquia",+57 42199290,http://goo.gl/6NXzPj,,4.2,20,Pequeño-mediano,MEDIA,8.3,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Zona%20Fitness%20UdeA%20Robledo&query_place_id=ChIJw4pvaj0pRI4RmQBlSmx_niM
Reform Studio,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Monte Athos 149, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 2507 8493,https://www.instagram.com/reformstudio_pilates?igsh=amUyNmdjczNrOGE2,,4.5,16,Pequeño-mediano,MEDIA,8.3,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Reform%20Studio&query_place_id=ChIJCYm2BGkB0oUR_DPjq6sDRDY
Torre De Equilibrium,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"a 6-98, Dg. 31a #6-2, Bogotá, Bogotá",,,,4.8,30,Pequeño-mediano,BAJA,8.2,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Torre%20De%20Equilibrium&query_place_id=ChIJq-0RGYWZP44RWiTdgFmM-H4
Black Bull Box,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Ac. 24 #48 - 50, Bogotá, Cundinamarca",+57 311 8012241,https://www.instagram.com/black_bullbox?igsh=MXVoZjJrc2syOXN3,,4.8,5,Pequeño,MEDIA,8.2,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Black%20Bull%20Box&query_place_id=ChIJHYBUYACbP44RgI2QhsZG5X8
Knyon Box,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 42 #74 10, Medellín, Laureles, Medellín, Antioquia",+57 317 6705336,https://www.instagram.com/knyonbox?igsh=MWMyZ2dwc241aTR5NA==,,4.8,4,Pequeño,MEDIA,8.2,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Knyon%20Box&query_place_id=ChIJX9KxO9ApRI4Rx8ihqVG72Hw
Gran Fraternidad Universal Medellín,Otro,Centro de aprendizaje,Colombia,Medellín,Laureles,"Cl. 58 #50a 36, Medellín, La Candelaria, Medellín, Antioquia",+57 301 4918271,http://yogagfumedellin.blogspot.com.co/,,4.8,4,Pequeño,MEDIA,8.2,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Gran%20Fraternidad%20Universal%20Medell%C3%ADn&query_place_id=ChIJ533B9fooRI4RTvCamNwRB2M
Smart Fit Éxito Colombia,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cl. 49B #66-32, Medellín, Laureles, Medellín, Antioquia",,https://www.smartfit.com.co/gimnasios/exito-colombia?utm_campaign=CO_SMART-FIT_RD_EXITOCOLOMBIA_25-02-19_AON_IDU-ANCEXC1_GBM_TFR&utm_medium=GBM&utm_source=GBM,,4.4,702,Grande (cadena),BAJA,8.1,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Smart%20Fit%20%C3%89xito%20Colombia&query_place_id=ChIJ2axTb4QpRI4R_I8Nrf0xWI0
Smart Fit - Santafé Medellín,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"cc Santa Fé Antiquia CO, Medellín, El Poblado, Medellín, Antioquia",,https://www.smartfit.com.co/gimnasios/santafe-medellin?utm_campaign=CO_SMART-FIT_RD_SANTAFEMEDELLIN_25-02-19_AON_IDU-ANCSTF1_GBM_TFR&utm_medium=GBM&utm_source=GBM,,4.4,441,Grande (cadena),BAJA,8.1,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Smart%20Fit%20-%20Santaf%C3%A9%20Medell%C3%ADn&query_place_id=ChIJC7umqWKCRo4ROBNVxh482FA
Smart Fit - Milla de Oro,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Cra. 42, Medellín, El Poblado, Medellín, Antioquia",,https://www.smartfit.com.co/gimnasios/milla-de-oro?utm_campaign=CO_SMART-FIT_RD_MILLADEORO_25-02-19_AON_IDU-ANCMIL1_GBM_TFR&utm_medium=GBM&utm_source=GBM,,4.4,339,Grande (cadena),BAJA,8.1,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Smart%20Fit%20-%20Milla%20de%20Oro&query_place_id=ChIJ6w42C4eCRo4Re65ANxNT5Ww
Heed Physique - Sede Nueva Córdoba,Otro,Complejo de apartamentos,Argentina,Córdoba,Nueva Córdoba,"Av. Ambrosio Olmos 1090, Córdoba, Córdoba",+54 351 520-5650,https://heed.com.ar/,,3.7,168,Mediano,MEDIA,8.1,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Heed%20Physique%20-%20Sede%20Nueva%20C%C3%B3rdoba&query_place_id=ChIJT18ETlGjMpQRxG1QNymJG8Y
Bengala Estudio,Yoga,Centro de yoga,México,Ciudad de México,Polanco,"C. Arquímedes 183, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 3481 7699,http://www.bengalaestudio.net/,,4.1,35,Pequeño-mediano,MEDIA,8.1,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Bengala%20Estudio&query_place_id=ChIJlTI3bh0C0oUR41zrmgkBMnU
Mento Pilates,Pilates,Centro de pilates,Colombia,Bogotá,Chapinero,"Cra. 24 #40-69, Bogotá, Cundinamarca",+57 300 7896516,http://www.mentopilates.com/,,4.4,17,Pequeño-mediano,MEDIA,8.1,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Mento%20Pilates&query_place_id=ChIJ_zFAWRGZP44Rl3yl_YfxOkA
Redo Studio Mx,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Av. Paseo de las Palmas 275-Local A, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 1364 0962,https://redostudio.mx/,,4.7,3,Pequeño,MEDIA,8.1,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Redo%20Studio%20Mx&query_place_id=ChIJUzK9EgAD0oURx1CefqN6Bak
Punto Barre,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Cda. Fuente de Leones 47, Estado de México, Estado de México",+52 55 5867 8484,http://www.puntobarre.com/,,4.7,3,Pequeño,MEDIA,8.1,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Punto%20Barre&query_place_id=ChIJMaf3Q04B0oURWg5At1mc2BA
Smart Fit - Bacatá,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Av. Ciudad de Lima #5-30 Local 10, Bogotá, Bogotá",,https://www.smartfit.com.co/gimnasios/bacata?utm_campaign=CO_SMART-FIT_RD_BACATA_25-02-19_AON_IDU-BOCBAC1_GBM_TFR&utm_medium=GBM&utm_source=GBM,,4.3,728,Grande (cadena),BAJA,8,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Smart%20Fit%20-%20Bacat%C3%A1&query_place_id=ChIJO7gNLJ6ZP44Rwe9VQBxJ-yU
Stark Smart Gym Cl 43,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Ak 7 #43-53, Bogotá, Bogotá",,http://www.starksmartgym.com.co/,,4.3,637,Grande (cadena),BAJA,8,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Stark%20Smart%20Gym%20Cl%2043&query_place_id=ChIJmROeGiaaP44RRS2ovct4ABc
ALIGN WELLNESS STUDIO,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Av Prado Norte, Lomas de chapultepec #525, Miguel Hidalgo, Ciudad de México, CDMX",+52 55 2533 4711,http://www.studioalign.com.mx/bio-link,,4,28,Pequeño-mediano,MEDIA,8,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ALIGN%20WELLNESS%20STUDIO&query_place_id=ChIJF_Obtf8B0oUR0fHXRo5PXqM
Experiencia.fit (aeroyoga + pilates aéreo),Pilates,Centro de pilates,Argentina,Buenos Aires,Palermo,"José A. Cabrera 6047, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",,https://www.instagram.com/experiencia.fit/,,5,19,Pequeño-mediano,BAJA,8,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Experiencia.fit%20(aeroyoga%20%2B%20pilates%20a%C3%A9reo)&query_place_id=ChIJY6-Zrg-1vJURkD8GtHLe7fE
Sin Limites Training,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Venezuela 109, Córdoba, Córdoba",,,,5,18,Pequeño-mediano,BAJA,8,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Sin%20Limites%20Training&query_place_id=ChIJQfoDZIuiMpQRBu3NFeuCe_w
Soy tu psicóloga,Otro,Psicólogo,Colombia,Medellín,Laureles,"Cra. 63B #42-57, Medellín, Laureles, Medellín, Antioquia",,https://www.instagram.com/_soytupsicologa?igsh=MWV0bXVkd21qbDBxNg==,,5,17,Pequeño-mediano,BAJA,8,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Soy%20tu%20psic%C3%B3loga&query_place_id=ChIJNeapB2kpRI4RxbCDbZrc_-8
Respira Yoga,Yoga,Centro de yoga,Argentina,Buenos Aires,Palermo,"Uriarte 1241, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",,https://www.instagram.com/respirayoga.cami?igsh=MWc1N2F6ZHF1ZG02cA==,,5,17,Pequeño-mediano,BAJA,8,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Respira%20Yoga&query_place_id=ChIJeW5rJgC1vJURAaYZ57YbnpM
Physical Motion (Centro de rehabilitacióny gimnasio),Otro,Kinesiólogo,Argentina,Córdoba,Nueva Córdoba,"Obispo Oro 259, Córdoba, Córdoba",,,,5,12,Pequeño,BAJA,8,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Physical%20Motion%20(Centro%20de%20rehabilitaci%C3%B3ny%20gimnasio)&query_place_id=ChIJDQ-VBwCjMpQRehXbGheBkzA
Fitsi Tecamachalco,Gimnasio,Gimnasio,México,Ciudad de México,Polanco,"Fuente de Molinos 49B-piso 4, Naucalpan de Juárez, Estado de México",+52 55 4015 5969,https://fitsi.com.mx/clubes/tecamachalco,,3.6,77,Mediano,MEDIA,7.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Fitsi%20Tecamachalco&query_place_id=ChIJJyVb-vL_zYURopkvUcvehZA
Fitspin Lomas,Gimnasio,Centro deportivo,México,Ciudad de México,Polanco,"Volcán 150, Miguel Hidalgo, Ciudad de México, Cd. de México",,https://www.fitspin.mx/,,4.6,35,Pequeño-mediano,BAJA,7.9,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Fitspin%20Lomas&query_place_id=ChIJd51Z9PUB0oURE7x89-mYKpw
Centro Día Tierra de Saberes,Otro,Centro educativo,Colombia,Bogotá,Chapinero,"Cra. 18 #39-20, Bogotá, Bogotá",,,,4.9,17,Pequeño-mediano,BAJA,7.9,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Centro%20D%C3%ADa%20Tierra%20de%20Saberes&query_place_id=ChIJYUQkaZubP44Rlrwz_vZeKvk
ROOKENSON TIENDA DEPORTIVA,Gimnasio,Tienda de deportes,Colombia,Envigado,Envigado,"502031 Envigado, Envigado, Antioquia",+57 312 8597453,http://www.rookenson.com/,,4.6,9,Pequeño,MEDIA,7.9,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=ROOKENSON%20TIENDA%20DEPORTIVA&query_place_id=ChIJP1wZQB-DRo4RTD73yTcZcIk
CIA POLÍGONO MEDELLÍN,Otro,Campo de tiro,Colombia,Medellín,Laureles,"CALLE 48 # 47-22 BARRIO CENTRO, Medellín, La Candelaria, Medellín, Antioquia",+57 317 4414687,https://ciapoligono.com/,,4.1,18,Pequeño-mediano,MEDIA,7.7,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=CIA%20POL%C3%8DGONO%20MEDELL%C3%8DN&query_place_id=ChIJy_Lu-oEpRI4RxAwhQc9RfBM
MARCOS JASSAN OM YOGA,Yoga,Centro de yoga,México,Ciudad de México,Polanco,"Monte Himalaya 815, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 5217 2173,http://marcosjassan.com/,,4.1,13,Pequeño,MEDIA,7.7,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=MARCOS%20JASSAN%20OM%20YOGA&query_place_id=ChIJq6qqqkf_0YURT62jDmz6FZs
Ashtanga Yoga Palermo- Yoga y Pilates,Yoga,Centro de yoga,Argentina,Buenos Aires,Palermo,"Malabia 1346, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",,https://www.ashtangayogapalermo.com.ar/,,4.4,29,Pequeño-mediano,BAJA,7.6,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Ashtanga%20Yoga%20Palermo-%20Yoga%20y%20Pilates&query_place_id=ChIJncpGSmzLvJURYgOHMAegCo4
Gimnasio Al Aire Libre,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"a 45a-97, Cl. 31 Sur #45a-61, Envigado, Antioquia",,,,4.4,20,Pequeño-mediano,BAJA,7.6,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Gimnasio%20Al%20Aire%20Libre&query_place_id=ChIJkzglaUWCRo4R86TJ3q9z2bU
Urbanización Puente Piedra,Otro,Edificio de apartamentos,Colombia,Medellín,El Poblado,"Cl. 5A #35-113, Medellín, El Poblado, Medellín, Antioquia",,,,4.7,11,Pequeño,BAJA,7.6,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Urbanizaci%C3%B3n%20Puente%20Piedra&query_place_id=ChIJEx160IOCRo4RhrwagH5Gz0E
Pilates SHA,Pilates,Centro de pilates,Colombia,Medellín,El Poblado,"CR 42, ofi 914 #edf ofi7, Medellín, El Poblado, Medellín, Antioquia",+57 311 2042172,,,3.7,3,Pequeño,ALTA,7.6,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Pilates%20SHA&query_place_id=ChIJ90QbhI2DRo4RAO7do-_sQ4c
Spinning,Gimnasio,Centro deportivo,Colombia,Bogotá,Chapinero,"Cra. 33 #26-17, Bogotá, Bogotá",+57 14805151,,,3.7,3,Pequeño,ALTA,7.6,No,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Spinning&query_place_id=ChIJX3wvIdSbP44RH7XfhebpJ2g
SportClub Plaza Italia,Gimnasio,Gimnasio,Argentina,Buenos Aires,Palermo,"Uriarte 2477, Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",+54 11 4776-8850,https://www.instagram.com/sportclub_plaza_italia/,,3.3,267,Grande (cadena),MEDIA,7.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=SportClub%20Plaza%20Italia&query_place_id=ChIJy11FkYe1vJUROuq8a_YE0Xw
GYM Femenino,Gimnasio,Gimnasio,Argentina,Córdoba,Nueva Córdoba,"Obispo Trejo 1180, Córdoba, Córdoba",,https://www.facebook.com/GYMFemenino.NvaCba/,,4,63,Mediano,BAJA,7.5,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=GYM%20Femenino&query_place_id=ChIJDeRpb4miMpQR5AqiwIx0as4
SoulStudio Barre & Yoga Masaryk,Gimnasio,Centro deportivo,México,Ciudad de México,Polanco,"Av. Pdte. Masaryk 340, Miguel Hidalgo, Ciudad de México, Cd. de México",,https://www.soulstudio.com.mx/,,4.3,23,Pequeño-mediano,BAJA,7.5,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=SoulStudio%20Barre%20%26%20Yoga%20Masaryk&query_place_id=ChIJ3yYUXIID0oURRtUkBL8YsHM
Centro de Meditación,Yoga,Centro de yoga,Colombia,Bogotá,Chapinero,"80, Cra. 6 #46, Bogotá, Bogotá",,,,5,9,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Centro%20de%20Meditaci%C3%B3n&query_place_id=ChIJVZBluyWaP44RJGgoEN9ioAo
"Depto Premium Betania Plaza, en Nueva Cba con Amenities (Piscina, Asadores, Gym) - One-Bedroom Apartment",Otro,Departamento,Argentina,Córdoba,Nueva Córdoba,"Córdoba, Córdoba",,https://br.bluepillow.com/search/65c9d2b1671b07d23c6743d0?dest=bkng&cat=Apartment&lat=-31.43231&lng=-64.19337&language=pt,,5,8,Pequeño,BAJA,7.5,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Depto%20Premium%20Betania%20Plaza%2C%20en%20Nueva%20Cba%20con%20Amenities%20(Piscina%2C%20Asadores%2C%20Gym)%20-%20One-Bedroom%20Apartment&query_place_id=ChIJTddFQ4qiMpQRhOTdfyWM8-g
"Depto Premium Betania Plaza, en Nueva Cba con Amenities (Piscina, Asadores, Gym) - One-Bedroom Apartment",Otro,Departamento,Argentina,Córdoba,Nueva Córdoba,"Córdoba, Córdoba",,,,5,8,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Depto%20Premium%20Betania%20Plaza%2C%20en%20Nueva%20Cba%20con%20Amenities%20(Piscina%2C%20Asadores%2C%20Gym)%20-%20One-Bedroom%20Apartment&query_place_id=ChIJTddFQ4qiMpQRJAofe7hAQMg
Siete Cielos Bienestar,Otro,Psicoterapeuta,Colombia,Envigado,Envigado,"Cra 27D #27, Envigado, Antioquia",,,,5,7,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Siete%20Cielos%20Bienestar&query_place_id=ChIJj1zGGACDRo4RavmMm4KcrxA
Meraki Pilates,Pilates,Centro de pilates,Colombia,Bogotá,Chapinero,"Kr 13 #63-39, Bogotá, Bogotá",,https://instagram.com/merakipilatescol?igshid=192t556y03ipl,,5,7,Pequeño,BAJA,7.5,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Meraki%20Pilates&query_place_id=ChIJBxwaTAObP44Ru3Su0RuaUv8
Fundación Ananda Marga - Centro holistico - Clases de Yoga y Karate,Otro,Escuela de kárate,Colombia,Bogotá,Chapinero,"Cra. 18 #32a-46, Bogotá, Bogotá",,,,5,7,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Fundaci%C3%B3n%20Ananda%20Marga%20-%20Centro%20holistico%20-%20Clases%20de%20Yoga%20y%20Karate&query_place_id=ChIJzaLK0IOZP44R25l7K3VZ488
NAKSU PILATES LOS COLORES,Pilates,Centro de pilates,Colombia,Medellín,Laureles,"Cra. 73 #51a 44, Medellín, Laureles, Medellín, Antioquia",+57 305 4737567,https://mx.fiti.app/naksupilates/1/page/landing-page/agenda,,4.3,6,Pequeño,MEDIA,7.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=NAKSU%20PILATES%20LOS%20COLORES&query_place_id=ChIJveEqJEYpRI4R-q4vE6MlEPQ
Casa Semillero,Yoga,Centro de yoga,Colombia,Bogotá,Chapinero,"Dg. 40a #18-9, Bogotá, Cundinamarca",,,,5,6,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Casa%20Semillero&query_place_id=ChIJ5Rl7ef-bP44RkTZTs8yrlsk
FIRA WELLNESS CLUB,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Av. Horacio 632, Miguel Hidalgo, polanco, Cd. de México",+52 55 2985 8570,https://firawellness.com/,,4.3,6,Pequeño,MEDIA,7.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=FIRA%20WELLNESS%20CLUB&query_place_id=ChIJCwccVQMD0oURwaJDhmd0sX4
CONTROL ROOM PILATES STUDIO,Pilates,Centro de pilates,México,Ciudad de México,Polanco,"Avenida Prado Norte 547, Miguel Hidalgo, Ciudad de México, Cd. de México",+52 55 7400 0572,http://www.controlroom.com.mx/,,4.3,6,Pequeño,MEDIA,7.5,Sí,Sí,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=CONTROL%20ROOM%20PILATES%20STUDIO&query_place_id=ChIJedMI_HQB0oUR349AnzaDeWs
Bohme espacio,Otro,Psicoterapeuta,Argentina,Córdoba,Nueva Córdoba,"Ituzaingó 1135, X5000HXK, Córdoba",,https://instagram.com/aeroyoga.espaciobohme,,5,6,Pequeño,BAJA,7.5,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Bohme%20espacio&query_place_id=ChIJn6HvT5ujMpQRrhMk_kCcRGU
Choncho Faja,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Tv. 37 #63-51, Medellín, Laureles, Medellín, Antioquia",,,,5,4,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Choncho%20Faja&query_place_id=ChIJYTZDGQApRI4R4cBs1-E0sUg
INDI CYCLING,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cra. 81 #28-43, Medellín, Belén, Medellín, Antioquia",,,,5,4,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=INDI%20CYCLING&query_place_id=ChIJoaWdaQApRI4RpNXvYUtwh6c
The Hooligans Gym Club,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"EDIFICIO RENVAL, Cl. 40AA Sur #32-36, Envigado, Antioquia",,,,5,4,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=The%20Hooligans%20Gym%20Club&query_place_id=ChIJL675gTiDRo4RuFDcMITTCxQ
Ashram Sahaja Yoga,Otro,Lugar de culto,Colombia,Bogotá,Chapinero,"Cra. 22 #4925, Bogotá, Bogotá",,,,5,4,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Ashram%20Sahaja%20Yoga&query_place_id=ChIJw62HaDKaP44REt_xpVUcNM8
Gimnasio - Comfamiliar Camacol,Gimnasio,Gimnasio,Colombia,Medellín,Laureles,"Cra. 63 #49a31, Medellín, Laureles, Medellín, Antioquia",,http://comfamiliarcamacol.com/dance-gym,,5,3,Pequeño,BAJA,7.5,Sí,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Gimnasio%20-%20Comfamiliar%20Camacol&query_place_id=ChIJq5Mg3gMpRI4R0uw42kX7DJM
Zona Fit Envigado,Gimnasio,Gimnasio,Colombia,Envigado,Envigado,"Cl. 36 Sur #42-64, Envigado, Antioquia",,,,5,3,Pequeño,BAJA,7.5,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Zona%20Fit%20Envigado&query_place_id=ChIJX1WGFwCDRo4RaDnZiNW9gBM
Pulso Pilates & Barre,Gimnasio,Centro deportivo,México,Ciudad de México,Polanco,"Fuente de Trevi 117 Plaza Trevi, Naucalpan de Juárez, Méx.",,,,4.9,7,Pequeño,BAJA,7.4,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Pulso%20Pilates%20%26%20Barre&query_place_id=ChIJsfyI81cB0oURWt-335L8InI
Hermoso departamento nuevo con pileta y gimnasio - One-Bedroom Apartment,Otro,Departamento,Argentina,Buenos Aires,Palermo,"Cdad. Autónoma de Buenos Aires, Cdad. Autónoma de Buenos Aires",,,,4.9,5,Pequeño,BAJA,7.4,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Hermoso%20departamento%20nuevo%20con%20pileta%20y%20gimnasio%20-%20One-Bedroom%20Apartment&query_place_id=ChIJ5UlbvMa1vJUR6GxxkFypVA0
Opened Gym,Gimnasio,Gimnasio,Colombia,Medellín,El Poblado,"Medellín, El Poblado, Medellín, Antioquia",,,,4.5,19,Pequeño-mediano,BAJA,7.3,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Opened%20Gym&query_place_id=ChIJb9R3XNMpRI4RjCRw-vPCZ1g
Crossfit Team Elite,Gimnasio,Gimnasio,Colombia,Bogotá,Chapinero,"Cra. 28 #52 - 17, Bogotá, Bogotá",,,,4.5,11,Pequeño,BAJA,7.3,No,No,Gimnasios LATAM,Mayo 2026,https://www.google.com/maps/search/?api=1&query=Crossfit%20Team%20Elite&query_place_id=ChIJAQBMqcybP44RdiN3af6tkzg
